External_ID,Molecule SMILES,First Sample Reg. Date,SAU Gyr IC50 (µM),SAU Gyr Ki (µM),Sau516 MIC (µg/ml),Sau516  MIC (µM),Mean Human Prot binding (% free),Mean LogD,Determination of pKa HA1,Determination of pKa HA2,Determination of pKa B1,Determination of pKa B2,Sirius pKa
AZ1431,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(c(cn3)[N+](=O)[O-])C(=O)O)Cl)Cl,1/31/2005,<0.00977,0.0104,>8,>16.94,NV,-0.6,,,,,
AZ1432,CCOC(=O)c1cc(ccn1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,1/31/2005,<0.1,,4,9.023,,,,,,,
AZ1433,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N)Cl)Cl,1/31/2005,<0.00977,<0.00124,1,2.099,7.1,0.76,,,,,
AZ1434,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ccnc(c3)C(=O)O)Cl)Cl,1/31/2005,0.00311,0.00485,>8,>19.27,10.5,1.34,,,,,
AZ1435,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(cs3)C(=O)O)Cl)Cl,2/3/2005,0.00295,0.00196,1.41,3.357,2.3,-0.01,,,,,
AZ1436,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)COC)Cl)Cl,2/4/2005,<0.00977,0.00209,2.83,6.078,1.3,0.18,,,,,
AZ1437,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@@H]2C(=O)N3CCOCC3)c4ncc(s4)C(=O)OC)Cl)Cl,2/7/2005,0.772,,8,14.88,,,,,,,
AZ1438,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@@H]2C(=O)N3CCOCC3)c4ncc(s4)C(=O)O)Cl)Cl,2/14/2005,0.0317,,>8,>15.49,20.7,-0.7,,,,,
AZ1439,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C(=O)N3CCOCC3)c4ncc(s4)C(=O)O)Cl)Cl,2/14/2005,8.4,,>8,>15.49,33.4,-1.23,,,,,
AZ1440,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(ccn3)C(=O)O)Cl,2/14/2005,0.0179,0.0148,8,20.36,9.1,-0.7,,,,,
AZ1441,CCOC(=O)c1cc(ncc1N)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl,2/15/2005,<0.105,,8,17.01,,,,,,,
AZ1442,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(c(cn3)NC(=O)OC)C(=O)O)Cl)Cl,2/15/2005,<0.00977,0.00254,>8,>15.99,NV,,,,,,
AZ1443,Cc1c(c([nH]c1C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)O)C)Cl,2/15/2005,0.0316,,>8,>19.38,10.9,-0.59,,,,,
AZ1444,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4ncc(s4)C(=O)OC)Cl)Cl,2/22/2005,0.617,,8,15.28,,NV,,,,,
AZ1445,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4ncc(s4)C(=O)O)Cl)Cl,2/25/2005,<0.00977,0.00311,1,1.963,0.7,1.55,,,,,
AZ1446,Cc1c(c2ccn(c(=O)c2[nH]1)[C@H]3CCN(C[C@H]3OC)c4ncc(s4)C(=O)O)Cl,2/28/2005,0.0503,,>8,>18.92,7.1,-0.07,,,,,
AZ1447,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(c(cn3)NS(=O)(=O)C)C(=O)O)Cl)Cl,3/8/2005,<0.00977,<0.00151,>8,>15.37,NV,-0.21,,,,,
AZ1448,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2CS(=O)(=O)C)c3ncc(s3)C(=O)O)Cl)Cl,3/14/2005,0.0703,,>8,>16.15,22.1,-1.25,,,,,
AZ1449,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2CS(=O)C)c3ncc(s3)C(=O)O)Cl)Cl,3/14/2005,1.05,,>8,>16.69,25.4,-1.33,,,,,
AZ1450,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3ncc(s3)C(=O)OC,3/15/2005,0.139,,4,8.67,,,,,,,
AZ1451,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3ncc(s3)C(=O)O)Cl)Cl,3/15/2005,0.0135,0.00755,4,9.585,2.3,0.54,,,,,
AZ1452,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3ncc(s3)C(=O)O,3/15/2005,<0.00977,0.00777,1,2.192,3.1,0.67,,,,,
AZ1453,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN([C@@H](C2)C)c3ncc(s3)C(=O)O)Cl)Cl,3/15/2005,0.117,,>8,>19.17,1.7,0.59,,,,,
AZ1454,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@H]2F)c3nc(cs3)C(=O)O)Cl)Cl,3/21/2005,0.0394,,>8,>18.99,1.7,0.24,,,,,
AZ1455,Cc1cc(cc(n1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)OC(C)C,3/23/2005,1.18,,>8,,,,,,,,
AZ1456,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC3CC3)c4ncc(s4)C(=O)OC)Cl)Cl,3/23/2005,0.0342,,>8,,,,,,,,
AZ1457,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC3CC3)c4ncc(s4)C(=O)O)Cl)Cl,3/23/2005,<0.00977,0.00548,1,,1.2,1.12,,,,,
AZ1458,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2Cl)c3ncc(s3)C(=O)O)Cl)Cl,3/25/2005,<0.00977,<0.000681,0.354,1.142,0.8,0.75,,,,,
AZ1459,Cc1cc(cc(n1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)O,3/25/2005,<0.00977,0.00227,0.25,,NV,1.09,,,,,
AZ1460,Cc1cc(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)OC)Cl,3/29/2005,0.196,,>8,,,,,,,,
AZ1461,Cc1cc(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl,3/29/2005,0.0119,0.0246,>8,,12.5,-0.67,,,,,
AZ1462,CCOC(=O)c1cccc2c1sc(n2)N3CC[C@H]([C@H](C3)F)NC(=O)c4c(cc([nH]4)C)Cl,3/29/2005,2.02,,>8,,,,,,,,
AZ1463,Cc1cc(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc4cccc(c4s3)C(=O)O)Cl,3/29/2005,0.00614,<0.00196,1,,NV,0.9,,,,,
AZ1464,Cc1cc(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(cs3)C(=O)O)Cl,3/29/2005,0.0312,,8,,0.7,-0.62,,,,,
AZ1465,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)CO,4/4/2005,0.0198,,4,,,,,,,,
AZ1466,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)CO,4/4/2005,0.0258,,4,,,,,,,,
AZ1467,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)CO)Cl)Cl,4/4/2005,<0.00977,0.002,>8,,1.7,-0.31,,,,,
AZ1468,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)CO)Cl)Cl,4/4/2005,<0.00977,0.00238,>8,,2.9,-0.27,,,,,
AZ1469,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2Cl)c3nc(c(s3)C(=O)O)CO)Cl)Cl,4/4/2005,<0.00977,<0.000681,4,,NV,0.39,,,,,
AZ1470,Cc1cc(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3cc(ccn3)C(=O)O)Cl,4/4/2005,0.0141,0.0158,>8,,NV,-0.38,,,,,
AZ1471,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)OC)COC,4/5/2005,0.0563,,4,,,,,,,,
AZ1472,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)COC,4/5/2005,<0.00977,0.00525,2,,2.4,1.19,,,,,
AZ1473,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3cc(nc(c3)C(=O)OC(C)C)C(=O)N4CCOCC4)Cl)Cl,4/11/2005,0.0302,,4,,,,,,,,
AZ1474,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(c3)C(=O)O)C(=O)O)Cl)Cl,4/11/2005,<0.00977,0.0017,>8,,16.7,-1.42,,,,,
AZ1475,CCOC(=O)c1c(sc(n1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)OCC,4/11/2005,0.0906,,>8,,,,,,,,
AZ1476,CCOC(=O)c1c(sc(n1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)OCC,4/11/2005,0.0481,,>8,,,,,,,,
AZ1477,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3cc(nc(c3)C(=O)O)C(=O)N(C)C)Cl)Cl,4/12/2005,<0.00977,0.000683,8,,5.5,-0.41,,,,,
AZ1478,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)O)Cl)Cl,4/12/2005,<0.00977,0.00169,>8,,0.6,-0.43,,,,,
AZ1479,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C(=O)O)Cl)Cl,4/12/2005,<0.00977,0.00117,>8,,NV,-0.58,,,,,
AZ1480,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC(C)O)c3ncc(s3)C(=O)O)Cl)Cl,4/12/2005,0.024,,>8,,16.9,-0.42,,,,,
AZ1481,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC(C)OC)c3ncc(s3)C(=O)O)Cl)Cl,4/12/2005,<0.00977,0.0108,>8,,8.7,0.29,,,,,
AZ1482,Cc1c(c(c([nH]1)C(=O)N[C@H]2[C@H]3[C@@H]2CN(C3)c4ncc(s4)C(=O)O)Cl)Cl,4/15/2005,1.3,,>8,,3.5,-0.14,,,,,
AZ1483,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC(C)O)c3ncc(s3)C(=O)OC)Cl)Cl,4/19/2005,0.0378,,>8,,,,,,,,
AZ1484,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCCOC)c3ncc(s3)C(=O)O)Cl)Cl,4/19/2005,<0.00977,0.00371,>8,,9.4,0.06,,,,,
AZ1485,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCCOC)c3nc(cs3)C(=O)O)Cl)Cl,4/19/2005,<0.00977,0.00498,>8,,8.6,0.05,,,,,
AZ1486,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCCOC)c3ncc(s3)C(=O)OC)Cl)Cl,4/19/2005,0.102,,>8,,,,,,,,
AZ1487,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCCOC)c3cc(ccn3)C(=O)O)Cl)Cl,4/19/2005,<0.00977,0.00242,>8,,1.8,0.23,,,,,
AZ1488,CCOC(=O)c1cccc2c1sc(n2)N3CCC(CC3)n4ccc5c(c4=O)[nH]c(c5Cl)C,4/19/2005,0.418,,>8,,,,,,,,
AZ1489,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4nc(c(s4)C(=O)OC)COC)Cl,4/19/2005,0.146,,>8,,,,,,,,
AZ1490,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4nc(c(s4)C(=O)O)COC)Cl,4/19/2005,0.0169,0.015,>8,,NV,NV,,,,,
AZ1491,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C=O)Cl)Cl,4/19/2005,<0.00977,0.00101,>8,,NV,NV,,,,,
AZ1492,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C)C(=O)O)Cl)Cl,4/25/2005,0.00428,0.00109,0.13,0.2986,NV,1.15,,,,,
AZ1493,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N(C)C)Cl)Cl,4/26/2005,<0.00977,0.0026,8,15.86,12.6,-0.99,,,,,
AZ1494,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N4CCOCC4,4/26/2005,0.0431,,8,13.93,,,,,,,
AZ1495,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)O,4/26/2005,<0.00977,0.00177,8,16.22,NV,-0.4,,,,,
AZ1496,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N4CCOCC4)Cl)Cl,4/26/2005,<0.00977,0.00273,8,14.64,13.7,-1.02,,,,,
AZ1497,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N4CCOCC4,4/26/2005,0.024,0.0166,8,14.22,,,,,,,
AZ1498,CCOC(=O)c1ccnc(c1)N2CCC(CC2)n3ccc4c(c3=O)[nH]c(c4Cl)C,4/26/2005,0.261,,>8,>19.28,,,,,,,
AZ1499,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4cc(ccn4)C(=O)O)Cl,4/26/2005,<0.00977,0.00352,8,20.68,0.7,0.31,,,,,
AZ1500,CCOC(=O)c1csc(n1)N2CCC(CC2)n3ccc4c(c3=O)[nH]c(c4Cl)C,4/26/2005,0.0459,,8,19.01,,,,,,,
AZ1501,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4nc(cs4)C(=O)O)Cl,4/26/2005,0.0224,0.0212,>8,>20.36,0.5,0,,,,,
AZ1502,Cc1c(c2ccn(c(=O)c2[nH]1)C3CCN(CC3)c4nc5cccc(c5s4)C(=O)O)Cl,4/26/2005,<0.00977,0.00574,1,2.258,0.6,NV,,,,,
AZ1503,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C(=O)N4CCOCC4)Cl)Cl,4/26/2005,<0.00977,0.0022,8,14.97,11.2,-0.93,,,,,
AZ1504,CCOC(=O)c1c(sc(n1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N4CCOCC4,4/28/2005,0.0189,0.0172,8,13.93,,,,,,,
AZ1505,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)N4CCOCC4)C(=O)O)Cl)Cl,4/28/2005,<0.00977,0.00217,>8,>14.64,1.9,NV,,,,,
AZ1506,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2OC(=O)NCC=C)c3ncc(s3)C(=O)O)Cl)Cl,4/28/2005,0.569,,>8,>15.92,7.4,-0.09,,,,,
AZ1507,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2Cl)c3ncc(s3)C(=O)O)Cl,4/29/2005,0.0198,0.0116,>8,>19.84,5.5,-0.45,,,,,
AZ1508,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(c3)C(=O)OC(C)C)C#N)Cl)Cl,5/3/2005,0.0708,,>8,>16.18,,,,,,,
AZ1509,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(nc(c3)C(=O)O)C#N)Cl)Cl,5/3/2005,<0.00977,0.000967,>8,>17.69,1.6,-0.46,,,,,
AZ1510,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NOC)Cl)Cl,5/3/2005,0.01,0.00502,8,12.9,1.3,0.13,,,,,
AZ1511,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C(=O)NOC)Cl)Cl,5/3/2005,<0.00977,<0.00215,>8,>16.18,0.2,0.03,,,,,
AZ1512,Cc1c(c2ccn(c(=O)c2[nH]1)[C@@H]3CCN(C[C@@H]3F)c4ncc(s4)C(=O)O)Cl,5/3/2005,0.0119,0.00879,>8,>19.47,2.4,-0.01,,,,,
AZ1513,Cc1c(c2ccn(c(=O)c2[nH]1)[C@@H]3CCN(C[C@@H]3F)c4ncc(s4)C(=O)OC)Cl,5/3/2005,0.166,,>8,>18.83,,,,,,,
AZ1514,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2SC)c3ncc(s3)C(=O)O)Cl)Cl,5/4/2005,<0.00977,0.00406,0.13,0.2893,1.5,0.72,,,,,
AZ1515,CCNC(=O)OC1CN(CCC1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3ncc(s3)C(=O)O,5/5/2005,0.182,,>8,>15.55,10.6,-0.16,,,,,
AZ1516,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N4CCCCC4,5/10/2005,0.0975,,4,6.987,,,,,,,
AZ1517,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N4CCCCC4)Cl)Cl,5/10/2005,<0.00977,0.00133,8,14.69,2.8,0.18,,,,,
AZ1518,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)OC)C#N)Cl,5/10/2005,0.0449,,>8,>18.79,,,,,,,
AZ1519,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3ncc(s3)C(=O)O)C#N)Cl,5/10/2005,<0.00977,<0.00176,8,18.87,4,-0.62,,,,,
AZ1520,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc4cccc(c4s3)C(=O)O)C#N)Cl,5/10/2005,<0.00977,<0.000681,1,2.11,NV,0.76,,,,,
AZ1521,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(ccn3)C(=O)O)C#N)Cl,5/10/2005,<0.00977,0.001,8,19.15,1.1,-0.38,,,,,
AZ1522,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc4cccc(c4s3)C(=O)O)C#N)Cl,5/10/2005,0.00205,0.00381,8,17.32,NV,0.61,,,,,
AZ1523,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3cc(ccn3)C(=O)O)C#N)Cl,5/10/2005,0.00598,<0.000681,>8,>19.71,0.4,-0.26,,,,,
AZ1524,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C(=O)N)Cl)Cl,5/17/2005,<0.00977,<0.00207,1,2.105,1.4,0.7,,,,,
AZ1525,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2Cl)c3nc(c(s3)C(=O)O)COC)Cl)Cl,5/20/2005,<0.00977,0.0104,0.13,0.2698,NV,0.92,,,,,
AZ1526,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC,5/24/2005,<0.00977,<0.000681,1,1.975,,,,,,,
AZ1527,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)NCCO)C(=O)O)Cl)Cl,5/24/2005,<0.00977,0.00169,>8,>12.61,NV,-0.45,,,,,
AZ1528,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCCO)Cl)Cl,5/24/2005,<0.00977,0.000725,4,7.686,6.4,0.55,,,,,
AZ1529,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Br,5/24/2005,0.0343,,>8,>18.55,10.9,-0.61,,,,,
AZ1530,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)OC)Br,5/24/2005,<0.122,,>8,>17.97,,,,,,,
AZ1531,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCCOC)c3nc4cccc(c4s3)C(=O)O)Cl)Cl,5/24/2005,<0.00977,<0.0013,0.5,0.948,NV,1.47,,,,,
AZ1532,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)NC)C(=O)O)Cl)Cl,5/31/2005,<0.00977,<0.000681,>8,>16.72,NV,-0.16,,,,,
AZ1533,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C(=O)NC)Cl)Cl,5/31/2005,<0.00977,0.00167,0.25,0.5227,0.4,1.33,,,,,
AZ1534,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)N)C(=O)O)Cl)Cl,5/31/2005,<0.00977,<0.000681,8,16.79,0.5,-0.63,,,,,
AZ1535,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)N(C)OC)Cl)Cl,5/31/2005,<0.00977,0.0103,1,2.153,NV,>3,,,,,
AZ1536,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)/C=N/O)Cl)Cl,6/3/2005,<0.00977,0.00246,>8,>16.79,2.2,0.27,,,,,
AZ1537,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N,6/3/2005,<0.00977,0.003,1,1.983,,,,,,,
AZ1538,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC)Cl)Cl,6/3/2005,<0.00977,<0.000681,2,4.079,1.3,1.37,,,,,
AZ1539,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)OC)Cl)Br,6/7/2005,0.0427,,>8,>16.68,,,,,,,
AZ1540,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Br,6/7/2005,0.00505,<0.00193,4,8.589,2.9,0.33,,,,,
AZ1541,CCOC(=O)c1csc(n1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Br)Cl,6/7/2005,0.0196,0.0105,2,4.05,,,,,,,
AZ1542,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(cs3)C(=O)O)Cl)Br,6/7/2005,0.00239,0.000923,1,2.147,NV,0.38,,,,,
AZ1543,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3cc(ccn3)C(=O)OC(C)C)Cl)Br,6/7/2005,0.21,,>8,>15.94,,,,,,,
AZ1544,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)COC)Cl)Br,6/7/2005,0.038,,4,7.636,,,,,,,
AZ1545,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)COC)Cl)Br,6/7/2005,<0.00977,0.00243,4,7.846,0.4,0.41,,,,,
AZ1546,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2O)c3nc4cccc(c4s3)C(=O)O)Cl)Cl,6/9/2005,<0.00977,0.00126,8,17.04,NV,0.97,,,,,
AZ1547,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C,6/13/2005,0.623,,>8,>16.83,,,,,,,
AZ1548,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C,6/13/2005,0.0678,,>8,>17.27,,,,,,,
AZ1549,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3cc(ccn3)C(=O)O)Br,6/14/2005,0.0213,0.0184,>8,>18.81,NV,-0.33,,,,,
AZ1550,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)N)C(=O)N)Cl)Cl,6/20/2005,<0.00977,<0.00221,1,2.104,NV,>3,,,,,
AZ1551,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)/C=N/OC,6/27/2005,0.0463,,4,7.716,,,,,,,
AZ1552,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)CN4CCOCC4,6/27/2005,0.0768,,>8,>14.27,,,,,,,
AZ1553,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)/C=N/OC)Cl)Cl,6/27/2005,<0.00977,<0.00218,1,2.039,NV,0.76,,,,,
AZ1554,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(F)F,6/27/2005,0.0709,,>8,>15.64,,,,,,,
AZ1555,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)CN4CCOCC4)Cl)Cl,6/27/2005,<0.00977,0.00676,2,3.756,5.7,1.4,,,,,
AZ1556,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(F)F)Cl)Cl,6/27/2005,<0.00977,<0.0018,2,4.138,NV,0.52,,,,,
